Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Comedy,Medium,Light,PG-13,None,The Proposal,None,2009-06-19,40000000,163958031,314709717,2009,Jun
Comedy,None,None,PG,None,Up,Light,2009-05-29,175000000,293004164,731463377,2009,May
Comedy,None,None,G,None,Hannah Montana The Movie,Light,2009-04-10,30000000,79576189,169173206,2009,Apr
Science Fiction,None,None,PG,None,Race To Witch Mountain,Medium,2009-03-13,50000000,67172595,105103784,2009,Mar
Family,Light,Light,PG,None,Ice Age: Dawn Of The Dinosaurs,Medium,2009-07-01,90000000,196573705,859701857,2009,Jul
Comedy,Light,Light,PG,None,Night At The Museum: Battle Of The Smithsonian,Light,2009-05-22,150000000,177243721,402231063,2009,May
Science Fiction,Heavy,Light,PG-13,Light,X-Men Origins: Wolverine,Heavy,2009-05-01,150000000,179883157,374825760,2009,May
Science Fiction,Light,None,PG,None,Dragonball Evolution,Medium,2009-04-10,30000000,9362785,58228460,2009,Apr
Comedy,Heavy,Medium,PG-13,Heavy,"I Love You, Beth Cooper",Medium,2009-07-10,18000000,14800725,16382538,2009,Jul
Thriller,Medium,None,PG-13,Light,12 Rounds,Heavy,2009-03-27,20000000,12234694,17306648,2009,Mar
Thriller,Heavy,Light,PG-13,None,G.I. Joe: The Rise Of Cobra,Medium,2009-08-07,175000000,150201498,302469017,2009,Aug
Comedy,Light,None,PG,None,Imagine That,Light,2009-06-12,55000000,16222392,16222392,2009,Jun
Family,Light,None,PG,None,Monsters Vs. Aliens,Medium,2009-03-27,175000000,198351526,381687380,2009,Mar
Action,Heavy,Heavy,R,Heavy,Watchmen,Heavy,2009-03-06,138000000,107509799,186976250,2009,Mar
Drama,Medium,Medium,R,Light,Public Enemies,Heavy,2009-07-01,102500000,97104620,212282709,2009,Jul
Comedy,Heavy,Medium,PG-13,Medium,Land Of The Lost,Heavy,2009-06-05,100000000,49438370,69548641,2009,Jun
Horror,Medium,None,PG-13,Light,Drag Me To Hell,Heavy,2009-05-29,30000000,42100625,91388487,2009,May
Thriller,Medium,None,PG-13,Light,State Of Play,Medium,2009-04-17,60000000,37017955,88832210,2009,Apr
Drama,Light,None,PG,None,Where The Wild Things Are,Medium,2009-10-16,100000000,77233467,99123656,2009,Oct
Comedy,Light,None,PG,None,Shorts,Light,2009-08-21,20000000,20919166,29870801,2009,Aug
Comedy,Heavy,Heavy,R,Medium,The Hangover,Medium,2009-06-05,35000000,277322503,465764086,2009,Jun
Science Fiction,Light,Light,PG-13,None,Terminator Salvation,Medium,2009-05-21,200000000,125322469,365491792,2009,May
Comedy,Heavy,Heavy,R,Medium,Observe And Report,Heavy,2009-04-10,18000000,24007324,27148898,2009,Apr
Drama,Heavy,Medium,R,Heavy,Notorious,Medium,2009-01-16,19000000,36843682,45005151,2009,Jan
Drama,Heavy,Medium,R,Heavy,Notorious,Medium,1946-01-01,2000000,24464742,24464742,1946,Jan
Horror,Heavy,Heavy,R,Medium,My Bloody Valentine,Heavy,2009-01-16,14000000,51545952,102836002,2009,Jan
Comedy,None,None,G,None,Hotel For Dogs,Light,2009-01-16,35000000,73178547,122357172,2009,Jan
Comedy,Heavy,Light,R,Medium,"I Love You, Man",Light,2009-03-20,40000000,72013010,92302502,2009,Mar
Science Fiction,Light,None,PG,None,Inkheart,Medium,2009-01-23,60000000,17303424,66655938,2009,Jan
Comedy,Heavy,Light,PG,Light,Bride Wars,Light,2009-01-09,30000000,58715510,115150424,2009,Jan
Science Fiction,Medium,Light,PG-13,Light,Star Trek,Medium,2009-05-08,140000000,257730019,385680446,2009,May
Thriller,Light,None,PG-13,None,Street Fighter: The Legend Of Chun-Li,Heavy,2009-02-27,50000000,8742261,11942261,2009,Feb
Horror,Heavy,Heavy,R,Heavy,Friday The 13Th,Heavy,2009-02-13,17000000,65002019,92670237,2009,Feb
Horror,Heavy,Heavy,R,Heavy,Friday The 13Th,Heavy,1980-05-09,550000,39754601,59754601,1980,May
Science Fiction,None,None,PG,None,Delgo,Medium,2008-12-12,40000000,915840,915840,2008,Dec
Comedy,Heavy,Medium,R,Light,My Name Is Bruce,Heavy,2008-10-31,1500000,173066,173066,2008,Oct
Thriller,Heavy,Medium,PG-13,Light,Duplicity,Light,2009-03-20,60000000,40572825,81079566,2009,Mar
Drama,Light,Heavy,R,Heavy,The Reader,Light,2008-12-10,32500000,34194407,112964875,2008,Dec
Drama,Medium,Medium,R,Medium,Adam Resurrected,Medium,2009-09-22,10000000,0,90909,2009,Sep
Drama,Heavy,Light,R,Light,Good,Medium,2008-12-31,16000000,31631,31631,2008,Dec
Drama,Heavy,Medium,R,Heavy,The Wrestler,Heavy,2008-12-17,6000000,26238243,46634275,2008,Dec
Drama,Heavy,Light,R,Heavy,Cadillac Records,Light,2008-12-05,12000000,8195551,8942516,2008,Dec
Animated,Light,Heavy,R,Heavy,Waltz With Bashir,Heavy,2008-12-25,2000000,2283849,13912289,2008,Dec
Drama,Medium,Light,R,None,Wendy And Lucy,None,2008-12-10,300000,865695,1416046,2008,Dec
Animated,None,Light,PG,None,Planet 51,Light,2009-11-20,60000000,42194060,108996113,2009,Nov
Science Fiction,Heavy,None,R,Light,District 9,Heavy,2009-08-14,30000000,115646235,212453431,2009,Aug
Science Fiction,Heavy,Light,PG-13,Light,2012,Medium,2009-11-13,200000000,166112167,788408539,2009,Nov
Comedy,Heavy,Light,R,Medium,The Ugly Truth,Light,2009-07-24,38000000,88915214,205298907,2009,Jul
Drama,Heavy,Light,PG-13,Light,Obsessed,Medium,2009-04-24,20000000,68261644,73964713,2009,Apr
Drama,Heavy,None,PG,Light,Not Easily Broken,Light,2009-01-09,5000000,10572742,10732909,2009,Jan
Comedy,Heavy,Medium,R,Light,What Just Happened,Heavy,2008-10-17,27000000,1090947,2412123,2008,Oct
Thriller,Heavy,None,PG-13,Light,Taken,Heavy,2009-01-30,25000000,145000989,226941585,2009,Jan
Comedy,Medium,Light,PG-13,Medium,Year One,Medium,2009-06-19,60000000,43337279,57604723,2009,Jun
Comedy,Medium,None,PG,None,New In Town,Light,2009-01-30,8000000,16734283,29937909,2009,Jan
Drama,Medium,Light,R,Light,Defiance,Heavy,2009-01-16,50000000,28644813,52987754,2009,Jan
Drama,Heavy,Medium,R,Heavy,Milk,Medium,2008-11-26,20000000,31841299,57293371,2008,Nov
Science Fiction,Heavy,Medium,PG-13,Light,The Spirit,Heavy,2008-12-25,60000000,19806188,39006188,2008,Dec
Drama,Medium,None,PG-13,None,The Soloist,Medium,2009-04-24,60000000,31853584,38522450,2009,Apr
Drama,Light,None,PG-13,Light,Doubt,Light,2008-12-12,20000000,33446470,53191101,2008,Dec
Thriller,Heavy,None,R,None,Punisher: War Zone,Heavy,2008-12-05,35000000,8050977,10157534,2008,Dec
Drama,Heavy,Light,PG-13,Light,How She Move,Light,2008-01-25,17000000,7070641,8607815,2008,Jan
Drama,Medium,Light,PG-13,Light,The Curious Case Of Benjamin Button,Light,2008-12-25,160000000,127509326,329631958,2008,Dec
Drama,Heavy,Medium,R,Medium,Revolutionary Road,Medium,2008-12-26,45000000,22951340,79604820,2008,Dec
Science Fiction,Medium,None,PG,Light,Bedtime Stories,Light,2008-12-25,80000000,110101975,221468935,2008,Dec
Comedy,Medium,None,PG-13,Light,Four Christmases,Light,2008-11-26,80000000,120146040,168311558,2008,Nov
Drama,Medium,Light,PG-13,Light,Seven Pounds,Medium,2008-12-19,54000000,69951824,166617328,2008,Dec
Action,Light,None,G,None,The Tale Of Despereaux,Medium,2008-12-19,60000000,50877145,90482317,2008,Dec
Comedy,Heavy,Light,PG-13,Medium,Yes Man,Light,2008-12-19,50000000,97690976,225990976,2008,Dec
Science Fiction,Light,Light,PG-13,None,The Day The Earth Stood Still,Medium,2008-12-12,80000000,79366978,233066978,2008,Dec
Science Fiction,Light,Light,PG-13,None,The Day The Earth Stood Still,Medium,2003-03-04,1200000,3700000,3700000,2003,Mar
Drama,Medium,Light,PG-13,Light,Australia,Medium,2008-11-26,130000000,49554002,215080810,2008,Nov
Thriller,Light,None,PG,None,Valkyrie,Medium,2008-12-25,90000000,83107829,203932174,2008,Dec
Science Fiction,Light,None,PG,None,Harry Potter And The Half-Blood Prince,Medium,2009-07-15,250000000,301959197,935083686,2009,Jul
Comedy,Light,Light,PG,None,Old Dogs,Light,2009-11-25,35000000,49492060,95104304,2009,Nov
Documentary,None,Light,G,Light,U2 3D,Light,2008-01-23,15000000,12898847,26170402,2008,Jan
Horror,Medium,None,PG-13,Light,One Missed Call,Heavy,2008-01-04,20000000,26890041,44513466,2008,Jan
Science Fiction,Medium,Light,PG-13,Light,In Time,Heavy,2011-10-28,35000000,37553932,165103952,2011,Oct
Comedy,Heavy,Light,PG-13,Light,Tower Heist,Medium,2011-11-04,85000000,78046570,150422946,2011,Nov
Drama,Light,Light,R,Medium,J. Edgar,Light,2011-11-09,35000000,37306030,84606030,2011,Nov
Thriller,Heavy,Light,R,Light,Killer Elite,Medium,2011-09-23,70000000,25124986,65409046,2011,Sep
Thriller,Heavy,Medium,R,Light,Drive,Heavy,2011-09-16,15000000,35060689,81357930,2011,Sep
Drama,Medium,None,PG-13,Light,Redemption Road,Light,2011-08-26,2300000,29384,29384,2011,Aug
Drama,Heavy,Light,R,None,Take Shelter,Medium,2011-09-30,4750000,1728953,4972016,2011,Sep
Drama,Heavy,None,R,Medium,The Ides Of March,None,2011-10-07,23000000,40962534,77735925,2011,Oct
Drama,Heavy,Light,R,Light,The Descendants,Light,2011-11-16,20000000,82624961,175507800,2011,Nov
Mystery,Light,Light,PG-13,Light,Sherlock Holmes: A Game Of Shadows,Medium,2011-12-16,125000000,186848418,535663443,2011,Dec
Comedy,Heavy,Light,R,Medium,Young Adult,Light,2011-12-09,12000000,16311571,22750356,2011,Dec
Drama,None,None,PG,None,Hugo,Light,2011-11-23,180000000,73864507,180047784,2011,Nov
Drama,Heavy,Light,R,Light,Machine Gun Preacher,Heavy,2011-09-23,30000000,538690,3721988,2011,Sep
Drama,Medium,Medium,R,Light,Higher Ground,Light,2011-08-23,1800000,841056,842693,2011,Aug
Drama,Light,Medium,PG-13,Light,One Day,Light,2011-08-19,15000000,13843771,59168692,2011,Aug
Drama,Heavy,Light,R,Heavy,Hesher,Heavy,2011-05-13,7000000,382946,382946,2011,May
Horror,Light,None,PG-13,None,Priest,Heavy,2011-05-13,60000000,29136626,84154026,2011,May
Comedy,Heavy,None,R,Light,Submarine,Light,2011-06-03,1900000,467602,4581937,2011,Jun
Drama,Medium,None,PG,Light,We Bought A Zoo,Light,2011-12-23,50000000,75624550,118729073,2011,Dec
Comedy,Medium,Light,PG,Light,Jack And Jill,Light,2011-11-11,79000000,74158157,150519217,2011,Nov
Animated,None,Light,PG,Light,Puss In Boots,Medium,2011-10-28,130000000,149260504,554987477,2011,Oct
Drama,Medium,Light,PG-13,Medium,Like Crazy,None,2011-10-28,250000,3395391,3728400,2011,Oct
Horror,Heavy,None,R,Light,Paranormal Activity 3,Heavy,2011-10-21,5000000,104028807,202053386,2011,Oct
Horror,Heavy,Light,R,None,The Thing,Heavy,2011-10-14,38000000,16999934,27573078,2011,Oct
Drama,Heavy,None,PG-13,Light,Footloose,Medium,2011-10-14,24000000,51802742,62989834,2011,Oct
Drama,Heavy,None,PG-13,Light,Footloose,Medium,1984-02-17,8200000,80000000,80000000,1984,Feb
Horror,Heavy,Medium,R,Heavy,Martha Marcy May Marlene,Heavy,2011-10-21,1000000,2981038,5438911,2011,Oct
Horror,Heavy,Medium,PG-13,Light,Shark Night 3D,Medium,2011-09-02,25000000,18877153,32209741,2011,Sep
Horror,Medium,Light,PG-13,Light,Dream House,Heavy,2011-09-30,50000000,21302340,41642166,2011,Sep
Drama,Heavy,Light,PG-13,None,Moneyball,Light,2011-09-23,50000000,75605492,111300835,2011,Sep
Drama,Light,Light,PG,None,Dolphin Tale,Light,2011-09-23,37000000,72286779,96068724,2011,Sep
Drama,Heavy,Medium,R,Heavy,Straw Dogs,Heavy,2011-09-16,25000000,10324441,11253821,2011,Sep
Comedy,Heavy,Medium,R,Medium,Our Idiot Brother,Light,2011-08-26,5000000,24814830,25861249,2011,Aug
Science Fiction,Medium,Light,PG-13,Light,Rise Of The Planet Of The Apes,Medium,2011-08-05,93000000,176760185,482860185,2011,Aug
Comedy,Heavy,Light,R,Medium,The Guard,Medium,2011-07-29,6000000,5359774,21197454,2011,Jul
Comedy,Light,Medium,R,Medium,The Future,None,2011-07-29,1000000,568662,1239174,2011,Jul
Thriller,Medium,Light,Unknown,Light,Point Blank,Heavy,2014-07-08,3000000,0,0,2014,Jul
Drama,None,Light,PG-13,Medium,Snow Flower And The Secret Fan,Medium,2011-07-15,6000000,1348205,11348205,2011,Jul
Comedy,Heavy,None,Unknown,Light,Salvation Boulevard,Medium,2011-07-15,5500000,28468,28468,2011,Jul
Comedy,Light,Light,PG,None,The Smurfs,Light,2011-07-29,110000000,142614158,563749323,2011,Jul
Horror,Medium,None,R,Light,Final Destination 5,Heavy,2011-08-12,40000000,42587643,155011165,2011,Aug
Drama,Light,Light,PG-13,None,The Tree Of Life,Light,2011-05-27,35000000,13305665,61721826,2011,May
Comedy,Light,None,PG-13,Light,Midnight In Paris,None,2011-05-20,30000000,56816662,162592828,2011,May
Thriller,Heavy,Medium,Unknown,Heavy,Hobo With A Shotgun,Heavy,2011-05-06,3000000,703372,834953,2011,May
Drama,Light,Light,PG-13,Light,There Be Dragons,Medium,2011-05-06,36000000,1069334,4020990,2011,May
Drama,None,None,PG,None,A Shine Of Rainbows,Light,2011-03-15,6000000,0,0,2011,Mar
Comedy,Heavy,Medium,R,Medium,Paul,Medium,2011-03-18,40000000,37412945,101162106,2011,Mar
Action,Heavy,Light,PG-13,Light,Dylan Dog: Dead Of Night,Heavy,2011-04-29,20000000,1186538,6093725,2011,Apr
Horror,Medium,None,R,None,Scream 4,Heavy,2011-04-15,40000000,38180928,95989590,2011,Apr
Thriller,Medium,Light,PG-13,Light,Hanna,Heavy,2011-04-08,30000000,40259119,65343694,2011,Apr
Comedy,Heavy,Light,R,Medium,Super,Heavy,2011-04-01,2500000,327716,593933,2011,Apr
Horror,Medium,None,PG-13,None,Insidious,Medium,2011-04-01,1500000,54009150,99870886,2011,Apr
Drama,Light,None,PG-13,None,War Horse,Medium,2011-12-25,70000000,79883359,156815529,2011,Dec
Comedy,Light,None,PG,None,The Muppets,Light,2011-11-23,45000000,88625922,160971922,2011,Nov
Science Fiction,Heavy,Light,PG-13,None,Real Steel,Medium,2011-10-07,110000000,85463309,263880341,2011,Oct
Horror,Heavy,Medium,R,Medium,Fright Night,Heavy,2011-08-19,30000000,18298649,40520649,2011,Aug
Drama,Heavy,None,PG-13,None,The Help,Light,2011-08-10,25000000,169705587,213120004,2011,Aug
Science Fiction,Light,None,PG-13,Light,Source Code,Medium,2011-04-01,32000000,54712227,140428499,2011,Apr
Thriller,Heavy,Medium,R,Light,Kill The Irishman,Heavy,2011-03-11,12000000,1188194,1188194,2011,Mar
Drama,Medium,Light,PG-13,Light,Limitless,Heavy,2011-03-18,27000000,79249455,155564919,2011,Mar
Drama,Medium,Medium,R,Light,Winter In Wartime,Medium,2011-03-18,5800000,542860,9662214,2011,Mar
Drama,Medium,Medium,R,Medium,The Other Woman,Light,2014-04-25,40000000,83911193,195111193,2014,Apr
Animated,None,None,PG,None,The Lion Of Judah,Light,2011-06-03,1500000,0,0,2011,Jun
Drama,Heavy,Medium,R,Medium,Red State,Heavy,2011-09-23,4000000,1065429,1983596,2011,Sep
Comedy,Heavy,Heavy,R,Heavy,Hall Pass,Light,2011-02-25,68000000,45060734,87173475,2011,Feb
Animated,None,Light,G,None,Gnomeo And Juliet,Light,2011-02-11,36000000,99967670,193737977,2011,Feb
Science Fiction,Medium,None,PG-13,None,I Am Number Four,Medium,2011-02-18,50000000,55100437,146195159,2011,Feb
Drama,Light,None,PG-13,None,The Eagle,Medium,2011-02-11,25000000,19490041,36054706,2011,Feb
Science Fiction,None,None,PG,None,The Chronicles Of Narnia: The Voyage Of The Dawn Treader,Medium,2010-12-10,155000000,104386950,418186950,2010,Dec
Drama,Heavy,Medium,PG-13,Medium,Country Strong,Light,2010-12-22,15000000,20218921,20601987,2010,Dec
Drama,Heavy,Medium,R,Light,Casino Jack,Medium,2010-12-17,12500000,2039869,2272186,2010,Dec
Thriller,Heavy,Medium,R,Medium,All Good Things,Heavy,2010-12-03,20000000,582024,873617,2010,Dec
Drama,Light,None,PG-13,None,The Grace Card,Medium,2011-02-25,200000,2430735,2430735,2011,Feb
Action,Light,Light,Unknown,None,Valhalla Rising,Heavy,2010-07-16,5700000,30638,731613,2010,Jul
Drama,Heavy,Medium,R,Heavy,Blue Valentine,Heavy,2010-12-29,1000000,9737892,16566240,2010,Dec
Comedy,Heavy,Light,R,Medium,Horrible Bosses,Light,2011-07-08,35000000,117538559,212417601,2011,Jul
Comedy,Heavy,Medium,R,Medium,Friends With Benefits,Light,2011-07-22,35000000,55802754,146595891,2011,Jul
Family,None,None,G,None,Winnie The Pooh,Light,2011-07-15,30000000,26692846,50145607,2011,Jul
Comedy,Heavy,None,R,Medium,The Sitter,Medium,2011-12-09,25000000,30542576,38749404,2011,Dec
Science Fiction,Light,Light,PG-13,None,Harry Potter And The Deathly Hallows: Part Ii,Medium,2011-07-15,125000000,381011219,1341511219,2011,Jul
Comedy,Medium,Light,PG,Light,Zookeeper,Light,2011-07-08,80000000,80360866,170805525,2011,Jul
Comedy,Light,Light,PG,None,Monte Carlo,Light,2011-07-01,20000000,23186769,39686769,2011,Jul
Comedy,Light,Light,PG-13,Light,Larry Crowne,None,2011-07-01,30000000,35608245,61449135,2011,Jul
Science Fiction,Heavy,None,PG-13,Light,Transformers: Dark Of The Moon,Medium,2011-06-29,195000000,352390543,1123790543,2011,Jun
Science Fiction,Medium,Light,PG-13,Light,Green Lantern,Medium,2011-06-17,200000000,116601172,219535492,2011,Jun
Science Fiction,Heavy,None,PG-13,None,Super 8,Medium,2011-06-10,50000000,127004179,257972745,2011,Jun
Animated,None,None,PG,None,Kung Fu Panda 2,Medium,2011-05-26,150000000,165249063,664837547,2011,May
Comedy,Light,Light,PG-13,Medium,Jumping The Broom,Light,2011-05-06,7000000,37295394,38158601,2011,May
Comedy,Heavy,Light,PG-13,Medium,Something Borrowed,Light,2011-05-06,35000000,39046489,65084116,2011,May
Science Fiction,Medium,Light,PG-13,None,Thor,Medium,2011-05-06,150000000,181030624,449326618,2011,May
Comedy,Light,Light,PG,Light,Prom,Light,2011-04-29,8000000,10130219,10763183,2011,Apr
Action,Heavy,None,PG-13,Light,Fast Five,Medium,2011-04-29,125000000,210031325,630163454,2011,Apr
Drama,Medium,Medium,PG-13,Medium,Water For Elephants,Medium,2011-04-22,38000000,58709717,116809717,2011,Apr
Drama,None,Light,PG,None,Soul Surfer,Medium,2011-04-08,18000000,43853424,47158652,2011,Apr
Animated,None,Light,PG,None,Rio,Light,2011-04-15,90000000,143619809,487519809,2011,Apr
Comedy,Heavy,Heavy,R,Heavy,Your Highness,Heavy,2011-04-08,50000000,21596445,26121638,2011,Apr
Comedy,Light,None,G,None,Hop,Light,2011-04-01,63000000,108085305,188657593,2011,Apr
Fantasy,Medium,None,PG-13,Light,Sucker Punch,Heavy,2011-03-25,75000000,36392502,89758389,2011,Mar
Thriller,None,None,PG-13,Medium,Red Riding Hood,Heavy,2011-03-11,42000000,37662162,91678442,2011,Mar
Animated,Light,Light,PG,None,Mars Needs Moms,Medium,2011-03-11,150000000,21392758,39549758,2011,Mar
Animated,Light,None,PG,None,Rango,Medium,2011-03-04,135000000,123477607,245724600,2011,Mar
Thriller,Medium,Light,PG-13,Medium,Unknown,Medium,2011-02-18,40000000,63686397,136123083,2011,Feb
Thriller,Medium,Light,PG-13,Medium,Unknown,Medium,2006-11-03,3700000,26403,3355048,2006,Nov
Comedy,Heavy,Light,PG-13,Medium,Just Go With It,Light,2011-02-11,80000000,103028109,214974953,2011,Feb
Thriller,Heavy,Light,R,Light,Sanctum,Heavy,2011-02-04,30000000,23209310,104283753,2011,Feb
Drama,Heavy,Heavy,R,Medium,Biutiful,Medium,2011-01-28,35000000,5101237,24687524,2011,Jan
Thriller,Medium,Light,PG-13,None,The Rite,Medium,2011-01-28,37000000,33047633,97143987,2011,Jan
Thriller,Heavy,Medium,R,Heavy,The Mechanic,Heavy,2011-01-28,42500000,29121498,76347393,2011,Jan
Comedy,Heavy,Medium,R,Heavy,No Strings Attached,Light,2011-01-21,25000000,70662220,149228078,2011,Jan
Comedy,Heavy,Light,PG-13,Light,The Dilemma,Medium,2011-01-14,70000000,48475290,70546865,2011,Jan
Romance,Medium,None,PG-13,None,The Tourist,Medium,2010-12-10,100000000,67631157,278731369,2010,Dec
Drama,Heavy,Medium,R,Light,The Fighter,Medium,2010-12-10,11000000,93617009,129262388,2010,Dec
Comedy,Medium,Light,Unknown,Medium,Tiny Furniture,Light,2010-11-12,50000,391674,424149,2010,Nov
Drama,Medium,None,PG-13,Light,Rabbit Hole,Light,2010-12-17,5000000,2229058,6205034,2010,Dec
Thriller,Heavy,Medium,R,Heavy,Black Swan,Heavy,2010-12-03,13000000,106954678,331266710,2010,Dec
Drama,Heavy,Medium,R,Medium,For Colored Girls,Medium,2010-11-05,21000000,37729698,38017873,2010,Nov
Drama,Medium,Light,R,Light,127 Hours,Heavy,2010-11-05,18000000,18335230,60217171,2010,Nov
Drama,Heavy,Medium,R,Medium,N-Secure,Medium,2010-10-15,1600000,2595644,2595644,2010,Oct
Horror,Light,None,R,None,Case 39,Heavy,2010-10-01,27000000,13261851,28773827,2010,Oct
Documentary,Light,Light,PG-13,Light,Freakonomics,Light,2010-10-01,2900000,101270,172867,2010,Oct
Science Fiction,Medium,None,R,Light,Monsters,Medium,2010-10-29,500000,237301,5639730,2010,Oct
Drama,Light,Light,PG-13,Light,Hereafter,Medium,2010-10-15,50000000,32746941,105246941,2010,Oct
Comedy,Heavy,Heavy,R,Medium,Jackass 3D,Medium,2010-10-15,20000000,117229692,171685793,2010,Oct
Drama,Medium,None,PG-13,None,Another Year,None,2010-12-29,8000000,3205706,20005613,2010,Dec
Western,Medium,None,PG-13,None,True Grit,Heavy,2010-12-22,35000000,171243005,252276928,2010,Dec
Drama,Medium,Medium,R,Medium,Somewhere,Light,2010-12-22,7000000,1785645,17023121,2010,Dec
Comedy,Heavy,Medium,PG-13,Medium,Little Fockers,Medium,2010-12-22,100000000,148438600,310650574,2010,Dec
Comedy,Heavy,Medium,R,Medium,Take Me Home Tonight,Light,2011-03-04,19000000,6928068,7576604,2011,Mar
Thriller,Medium,Light,R,Light,Faster,Heavy,2010-11-24,24000000,23240020,35792945,2010,Nov
Drama,Heavy,Light,PG-13,None,Warrior,Medium,2011-09-09,25000000,13657115,24215385,2011,Sep
Thriller,Medium,Light,PG-13,Medium,The Roommate,Medium,2011-02-04,16000000,37300107,52545707,2011,Feb
Science Fiction,None,None,PG,None,Tron: Legacy,Medium,2010-12-17,200000000,172062763,400062763,2010,Dec
Horror,Heavy,None,R,Medium,My Soul To Take,Heavy,2010-10-08,25000000,14744435,16727470,2010,Oct
Drama,Heavy,Medium,R,Heavy,Stone,Heavy,2010-10-08,22000000,1810078,4065020,2010,Oct
Comedy,Heavy,Light,PG-13,Light,Life As We Know It,Light,2010-10-08,38000000,53374681,105887837,2010,Oct
Mystery,Light,None,PG,None,Rust,Light,2010-10-05,250000,0,0,2010,Oct
Drama,Heavy,Medium,R,Medium,Nowhere Boy,Medium,2010-10-08,1900000,1445366,7785229,2010,Oct
Comedy,Heavy,Heavy,R,Heavy,The Virginity Hit,Medium,2010-09-24,2000000,636706,636706,2010,Sep
Drama,Medium,None,PG,Light,"Lovely, Still",Light,2010-09-10,5000000,127564,282687,2010,Sep
Comedy,Heavy,Medium,R,Heavy,Going The Distance,None,2010-09-03,32000000,17804299,43603990,2010,Sep
Documentary,Light,Light,PG,None,I Want Your Money,Light,2010-10-15,400000,433588,433588,2010,Oct
Comedy,Heavy,None,PG-13,Light,The Other Guys,Medium,2010-08-06,100000000,119219978,170936470,2010,Aug
Musical,Heavy,Medium,PG-13,Medium,Burlesque,Light,2010-11-24,55000000,39440655,90552675,2010,Nov
Comedy,Heavy,Medium,R,Heavy,Love And Other Drugs,Light,2010-11-24,30000000,32367005,102716321,2010,Nov
Animated,None,None,PG,None,Tangled,Light,2010-11-24,260000000,200821936,586477240,2010,Nov
Drama,Heavy,None,R,Medium,Made In Dagenham,Light,2010-11-19,8000000,1095369,15644196,2010,Nov
Thriller,Medium,None,PG-13,Light,The Next Three Days,Medium,2010-11-19,30000000,21148651,67255916,2010,Nov
Science Fiction,Heavy,Light,PG-13,Light,Skyline,Heavy,2010-11-12,10000000,21416355,68264973,2010,Nov
Comedy,Heavy,None,R,Medium,Due Date,Medium,2010-11-05,65000000,100539043,211739043,2010,Nov
Animated,Light,None,PG,None,Megamind,Medium,2010-11-05,130000000,148415853,321887208,2010,Nov
Horror,Heavy,Light,R,Medium,Saw 3D,Heavy,2010-10-29,17000000,45710178,133735284,2010,Oct
Drama,Heavy,Light,PG-13,Light,The Social Network,Light,2010-10-01,40000000,96962694,224922135,2010,Oct
Horror,Heavy,Light,R,Light,Let Me In,Heavy,2010-10-01,20000000,12134935,28270399,2010,Oct
Horror,Heavy,Light,R,Light,Paranormal Activity 2,Medium,2010-10-20,3000000,84752907,177512032,2010,Oct
Drama,Heavy,Light,R,None,Conviction,Medium,2010-10-15,12500000,6797696,11826980,2010,Oct
Thriller,Heavy,None,R,None,Buried,Medium,2010-09-24,1987650,1044143,21270290,2010,Sep
Comedy,Heavy,Light,R,Medium,You Will Meet A Tall Dark Stranger,Light,2010-09-22,15000000,3247816,34247816,2010,Sep
Thriller,Medium,None,PG-13,Light,Devil,Medium,2010-09-17,10000000,33679655,63354114,2010,Sep
Comedy,Heavy,Light,PG-13,Medium,Easy A,Light,2010-09-17,8000000,58401464,76200721,2010,Sep
Comedy,Light,None,PG,None,Alpha And Omega 3D,Light,2010-09-17,20000000,25107267,48958353,2010,Sep
Science Fiction,Light,Medium,R,Medium,Never Let Me Go,Medium,2010-09-15,15000000,2434652,11173718,2010,Sep
Thriller,Heavy,Medium,R,Medium,The Town,Heavy,2010-09-17,37000000,92186262,152566881,2010,Sep
Thriller,Heavy,Heavy,R,Heavy,Machete,Heavy,2010-09-03,12500000,26593646,46370970,2010,Sep
Thriller,Light,Heavy,R,Medium,The American,Medium,2010-09-01,20000000,35606376,67950723,2010,Sep
Horror,Light,Light,PG-13,Light,The Last Exorcism,Heavy,2010-08-27,1800000,41034350,70165900,2010,Aug
Horror,Heavy,Heavy,R,Heavy,Piranha 3D,Heavy,2010-08-20,24000000,25003155,83660160,2010,Aug
Comedy,Heavy,None,PG-13,Medium,Lottery Ticket,Medium,2010-08-20,17000000,24719879,24719879,2010,Aug
Comedy,Heavy,Light,PG-13,Medium,Vampires Suck,Medium,2010-08-18,20000000,36661504,81424988,2010,Aug
Drama,Heavy,Light,R,Medium,Animal Kingdom,Heavy,2010-08-13,4200000,1044039,8078683,2010,Aug
Drama,Medium,Medium,PG-13,Light,Eat Pray Love,Light,2010-08-13,60000000,80574010,206598789,2010,Aug
Science Fiction,Heavy,None,PG-13,Medium,Scott Pilgrim Vs. The World,Medium,2010-08-13,85000000,31611316,48056764,2010,Aug
Action,Heavy,Light,R,Light,The Expendables,Heavy,2010-08-13,82000000,103068524,268268174,2010,Aug
Comedy,Heavy,Medium,R,Heavy,Middle Men,Medium,2010-08-06,20000000,754301,754301,2010,Aug
Drama,Light,Light,PG,None,Flipped,Light,2010-08-06,14000000,1755212,4289993,2010,Aug
